Tweet,Sentiment
 | توقيع اتفاقية لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه في     41,neutral
"تنفتح الآفاق في  عبر الفرص الاستثمارية المتاحة للمراحل التنفيذية والتخطيطية والتجارية والصناعية والعقارية والخدمية، وبتوقيع اتفاقية الشراكة والتعاون لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه نحقق ""مدينة مستدامة""    758",positive
شراكة لمدينة مستدامة، بتركيب نظم الموارد المتجدّدة والقابلة لإعادة التدوير كالطاقة الشمسية ومحطات معالجة المياه الطبيعية على مستوى المناطق أو المجتمعات السكنية     129,positive
🔴 التوقيع على اتفاقية تنفيذ الأعمال المرتبطة بمشروع إمداد المياه لـ  4,neutral
شراكة لمدينة مستدامة، بتركيب نظم الموارد المتجدّدة والقابلة لإعادة التدوير كالطاقة الشمسية ومحطات معالجة المياه الطبيعية على مستوى المناطق أو المجتمعات السكنية  ,positive
ترتكز  على 12 معياراً عالميًا من معايير جودة الحياة ورفاهية العيش، وذلك بدءاً من التخطيط السليم والمرافق المتكاملة وصولاً إلى أسلوب الحياة الحديث والأنظمة المستدامة✨   31,positive
 توقيع اتفاقية لتنفيذ أعمال إمداد المياه في    وتتضمن الاتفاقية إنشاء خزانات خرسانية ومحطة لضخ المياه من خزانات الخوض الرئيسة وأنابيب نقل المياه وأنظمة الربط للتحكم والمراقبة وغيرها من الأعمال المدنية والكهروميكانيكية   73,neutral
ترتكز  على 12 معياراً عالميًا من معايير جودة الحياة ورفاهية العيش، وذلك بدءاً من التخطيط السليم والمرافق المتكاملة وصولاً إلى أسلوب الحياة الحديث والأنظمة المستدامة✨ 95,positive
نحقق أهداف مدينة مستدامة عبر اتفاقية التعاون والشراكة لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه لـ    🔹تعزيز العلاقات الاستثمارية  🔹تحقيق الاستدامة  🔹تزويد الخدمات      021,positive
"تنفتح الآفاق في  عبر الفرص الاستثمارية المتاحة للمراحل التنفيذية والتخطيطية والتجارية والصناعية والعقارية والخدمية، وبتوقيع اتفاقية الشراكة والتعاون لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه نحقق ""مدينة مستدامة"" 624",positive
عبر شراكة خدمية، نحقق كفاءة تشغيلية بتزويد خدمات المياه عبر اتفاقية الشراكة والتعاون لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه، لضمان استدامة الخدمة لقاطني المدينة🇴🇲     77,positive
شركة نماء لخدمات المياه توقِّع اتفاقية تنفيذ الأعمال المرتبطة بمشروع إمداد المياه لـ ، تتضمن إنشاء خزانات خرسانية بسعة 105 آلاف متر مكعب، ومحطة لضخ المياه من خزانات الخوض الرئيسة، إضافة إلى أنابيب نقل المياه، وأنظمة الربط للتحكم والمراقبة ,neutral
"تنفتح الآفاق في  عبر الفرص الاستثمارية المتاحة للمراحل التنفيذية والتخطيطية والتجارية والصناعية والعقارية والخدمية، وبتوقيع اتفاقية الشراكة والتعاون لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه نحقق ""مدينة مستدامة"" 09",positive
ترتكز  على 12 معياراً عالميًا من معايير جودة الحياة ورفاهية العيش، وذلك بدءاً من التخطيط السليم والمرافق المتكاملة وصولاً إلى أسلوب الحياة الحديث والأنظمة المستدامة✨ 1719,positive
قدم المهندس أحمد العبري، مدير عام خطوط الأنظمة  ب   عرض مثري حول تفاصيل مشروع إمداد المياه في   29,neutral
شركة نماء لخدمات المياه توقِّع اتفاقية تنفيذ الأعمال المرتبطة بمشروع إمداد المياه لـ ، تتضمن إنشاء خزانات خرسانية بسعة 105 آلاف متر مكعب، ومحطة لضخ المياه من خزانات الخوض الرئيسة، إضافة إلى أنابيب نقل المياه، وأنظمة الربط للتحكم والمراقبة,neutral
"تنفتح الآفاق في  عبر الفرص الاستثمارية المتاحة للمراحل التنفيذية والتخطيطية والتجارية والصناعية والعقارية والخدمية، وبتوقيع اتفاقية الشراكة والتعاون لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه نحقق ""مدينة مستدامة""",positive
ترتكز  على 12 معياراً عالميًا من معايير جودة الحياة ورفاهية العيش، وذلك بدءاً من التخطيط السليم والمرافق المتكاملة وصولاً إلى أسلوب الحياة الحديث والأنظمة المستدامة,positive
 | توقيع اتفاقية لتنفيذ الأعمال المرتبطة بمشروع إمداد المياه لمدينة السلطان هيثم بين شركة نماء لخدمات المياه وشركة تاركت؛ حيث تلتزم الشركة بتزويد مدينة السلطان هيثم بكامل احتياجها من المياه وبما يضمن استدامة الخدمة للمواطنين من سكان المدينة     11,neutral
"جلالة السلطان هيثم حفظة الله ورعاه من سنغافورة  ""هناك مدينة جديدة قادمة تسمى ب  وسيكون هناك شارع سنغافورة في المدينة "" 9",neutral
سيكون شارع  في وسط  تجسيداً للعلاقات بين البلدين الصديقين ,positive
⏪️ جلالة السلطان المعظم يتفضل بإطلاق اسم «» بإحدى شوارع  031,positive
 كما أعلن صاحب الجلالة عن  في ,neutral
   ما شاء الله شكله فعلاً فيه جدية هذه المرة لتنفيذ المدينة,positive
"""هناك مدينة جديدة قادمة هي  وسيكون بها شارع باسم سنغافورة ""  جلالة السلطان هيثم بن طارق _حفظه الله ورعاه_ 🇴🇲✨   4",positive
"""هناك مدينة جديدة قادمة هي  وسيكون بها شارع باسم  ""   5209",neutral
"مبادرة  جميلة من لدن  ارتجلها خارج سياق الخطاب المكتوب ،بتسمية شارع باسم ""شارع سنغافورة""  في   🇴🇲  🇸🇬  1844",positive
 | تعزيزًا لعلاقات البلدين السُّلطان هيثم يُخصِّص شارعًا باسم “” في مدينته الجديدة        ,positive
"""هناك مدينة جديدة قادمة هي  وسيكون بها شارع باسم سنغافورة "" جلالة  _حفظه الله ورعاه_ ",positive
 ستضم  المركز الوطني لصحة المرأة والطفل 🔹 التكلفة المتوقعة  90 مليون ريال    🔸 متوقع أن تمنح وزارة الصحة عقد التخطيط والتصميم والاستشارات بحلول  النصف الأول  2024 2,neutral
لحظة اعلان  عن اطلاق شارع باسم شارع سنغافورة في      ُمان_نهضة_متجددة    ُمان ُمان   43,positive
ُمانية|  بعد قليل وزارة  توقع اتفاقية تهيئة البنية التحتية لمشروع     95,neutral
بأكثر من 7 ملايين ريال  توقيع اتفاقية تنفيذ الأعمال الأولية بمدينة السلطان هيثم     التفاصيل عبر الرابط  7  صحيفة      ,neutral
🔵 وقعت  على اتفاقية تنفيذ الأعمال الأولية للمرحلة الأولى ضمن   والتي ستنطلق في 28 ديسمبر الجاري  وتستمر 3 أشهر بمساحة تزيد على 6 ملايين مم  تشمل   📍مجرى الوادي  📍الحديقة المركزية 📍المسارات الرئيسة بإجمالي 35 كم 69,neutral
ُمانية| بأكثر من 7 ملايين ريال توقيع اتفاقية تنفيذ الأعمال الأولية للمرحلة الأولى بمدينة السُّلطان هيثم      919,neutral
توقيع اتفاقية مع الشركاء من شركة ستراباك عُمان شمم لمشروع تنفيذ الأعمال الأولية للمرحلة الأولى بـ ، وذلك بهدف تهيئة البنية التحتية للطرق وتهيئة مجرى الوادي وتطوير المنطقة المحيطة بالحديقة الكبرى     99,neutral
  بارك الله الجهود العظيمة,positive
وقعت  على اتفاقية تنفيذ الأعمال الأولية للمرحلة الأولى ضمن  والتي ستنطلق في 28 ديسمبر الجاري  وتستمر 3 أشهر بمساحة تزيد على 6 ملايين مم تشمل  📍مجرى الوادي  📍الحديقة المركزية 📍المسارات الرئيسة بإجمالي 35 كم 1,neutral
ننطلق في تنفيذ الأعمال الأولية للمرحلة الأولى من  مع الشركاء لمدينة سهلة الوصول، وفعالة، ومرنة بتهيئة بنيتها التحتية🇴🇲   18,positive
 ،تنطلق اليوم أعمال تهيئة البنية التحتية للمرحلة الأولى في مدينة السلطان هيثم، وذلك بموجب اتفاقية وقعتها وزارة الإسكان والتخطيط العمراني مع شركة ستراباك عُمان شمم تشمل الأعمال التي بدأت بمساحة تزيد عن 6 ملايين متر مربع، مجرى الوادي والحديقة المركزة بمساحة 16 مليون متر مربع، بالإضافة إلى المسارات الرئيسية بإجمالي 35 كم ُمان,neutral
وقعت  على اتفاقية تنفيذ الأعمال الأولية للمرحلة الأولى ضمن  والتي ستنطلق في 28 ديسمبر الجاري  وتستمر 3 أشهر بمساحة تزيد على 6 ملايين مم تشمل  📍مجرى الوادي  📍الحديقة المركزية 📍المسارات الرئيسة بإجمالي 35 كم 62,neutral
بأكثر من 7 ملايين رع   وزارة الأسكان و ستراباك عمان توقعان اتفاقية لمشروع تنفيذ الأعمال الأولية للمرحلة الأولى بـ   🔻 تشمل  🔹تهيئة البنية التحتية للطرق 🔹تهيئة مجرى الوادي 🔹تطوير المنطقة المحيطة بالحديقة الكبرى ,neutral
جهود مباركة بالطريق الصحيح  مشروع  مشروع الخطه الحاليه والإنجازات تتوالى  شكرا    جهود مضنية تتكامل لتتوافق مع  الاستراتيجية العمرانية ,positive
نحقق أهداف من شأنها أن تجعل  سهلة الوصول، فعالة، مرنة في بنيتها التحتية بتهيئتها للطرق والمنطقة المحيطة بالحديقة وتسوية مجرى الوادي🍃      60,positive
🇴🇲🇴🇲  بتكلفة 7  رع  قريبًا البدء في تنفيذ الأعمال الأولية للمرحلة الأولى من   🔻تهيئة مجرى الوادي 🔻تهيئة البنية الأساسية للطرق 🔻تطوير المنطقة المحيطة بالحديقة المركزية  ,neutral
"تحقق الاتفاقية ""وصول أسهل"" بتهيئتها للبنية التحتية لتسهم في توزيع شبكة الطرق والمرافق المجتمعية والخدمات ضمن مسافات متقاربة تراعي إمكانية الوصول إلى أكبر عدد ممكن من المرافق     814",positive
"وتخلق ""مرافق فعالة"" لمساهمتها في تحديد مقاييس شبكة الطرق وتوزيعها بطريقة عملية تمكن تشغيل المرافق بفعالية تامة     66",positive
"وتحقق ""مرونة هندسية"" عبر تهيئتها لتساهم في خلق تصاميم بنية أساسية مرنة هندسيًا، و تراعي التكيّف المطلوب لاحتياجات النمو السكاني مستقبلاً، وتكلفة الصيانة      29",positive
 حسبي الله ونعم الوكيل,negative
  استفزاز واضح للشعب العماني !!!! اهم شي معهم مشاريع تحمل اسماءهم !!! ماذا سيستفيد المواطن (البسيط ) من هذه المدن ؟,negative
   يشبهك,positive
   وظائف ؟  مشروع الموج فيه وظائف ؟   لا تحاول تدافع عن الفساد !! مشاريع للطبقة الراقية,negative
  جميييييييل وبالتوفيق,positive
    ايوا الموج فيه وظايف لا يكون مشغل نفسه؟,negative
البدء تنفيذ المرحلة الأولى من 👇   🇴🇲  • أول مدينة ذكية في ُمان ، على مساحة 15 مليون متر مربع  • تضم 20 ألف وحدة سكنية، و شبكة طرق متطورة ومستدامة  • خدمات ومجمعات متنوعة ومتكاملة   💡 تعد هذه المدينة واحدة من كبرى المدن الحضرية في  2,positive
    خبرني ويش الوظائف ؟  لا تقولي حمال شنط في فندق كمينيسكي!!!!,negative
  شركة دفاع + مدينة السلطان قابوس = ذبابة من دولة معروفة  خلك بعيد هذا شأن عماني داخلي,negative
    امن الموج الي شفتهم كلهم عمانيين غير الي شغالين ف المحلات,negative
    وغير الي شغالين ف الفنادق,negative
    صحيح عدد الامن 20 ألف شايفنهم   شغالين في المحلات !!!! اصلا كله الشعب شغال في المحلات  احنه نريد مشاريع اقتصاد ما نريد مشاريع حال الانجليز والهنود واتباعهم,negative
    ما اقبح الرخص,negative
  اللهم احفظ هذا البلد آمنا مطمئنا وسائر بلاد المسلمين ❤️🫶,positive
   عورتك الصورة؟ 🤣🤣,negative
   واضح انك جحش والحمدلله هذه المدينة الجميلة وتحمل اسم غالي علينا راح يكون فيها نصيب من كل فئات المجتمع,positive
   انبح بعيد وموت بغيظك,negative
  هذا الحساب مش عماني قبل فترة كان حاط علم دولة خليجية ثانية واليوم مخلي نفسه عماني وبكم حساب شفته يسيء للدولة  52,negative
   لا لا  الحمير حيوانات أليفه,negative
   نحن العمانيين فرحانيين ب اختيار الاسماء انت اطلع منها,negative
   رحم الله امرئ عرف قدر نفسه 🤣,positive
  الله يعز الخليج وكل المسلمين صراحه الخليج فالمسار الصحيح,positive
  ما شاء الله جميل 🌷,positive
  الحمد لله  اللهم احفظ أوطاننا واعز سلطاننا ❤️🇴🇲  اللهم احفظ ووفق جميع دولنا العربية لما تحب وترضى 🤲🌷,positive
   تفائل أخي إن شاء الله تكون فاتحة خير على الشعب,positive
في قلبي همسة من الأمل ونبرة من القلق حين أتأمل مشروع  الطموح عالٍ ولكن الواقع يستدعي حذرًا  📉 هل تكفي ضخامة الحلم لتجاوز ضغوط الديون؟ أتساءل والخوف يلوح في أفق التفكير  🌍 تُرى، هل نستلهم العبر من تجارب الأمم التي سبقتنا في هذا السبيل، أم نعيد الخطى على دروبهم المتعثرة؟  🤲 أدعو من الأعماق أن تُثمر جهودنا عن خير يعم، وأن تكون هذه المدينة مصدرًا للرخاء لا مزيدًا للأعباء,positive
  يوم القيامه بيجهز,positive
عُمان نيوز سلطنة عمان تُعلن بدء تنفيذ المرحلة الأولى من   أول مدينة ذكية في سلطنة عُمان على مساحة 15 مليون متر مربع تضم 20 ألف وحدة سكنية شبكة طرق متطورة ومستدامة خدمات ومجمعات متنوعة ومتكاملة تعد ال - عبر تطبيق نبض    ,neutral
  بتوفيق ❤️🇴🇲,positive
    الموج وفر فوق ٦٠٠٠ آلاف وظائف، كفاية نشر فتن   300,negative
   قسم بالله م يعجبكم العجب حتى لو سويو لكم الف شي,negative
   ماذا يستفيد الشعب؟  الحكومه انشئت هذا المشروع وهو كالتالي الارض تتحمل كلفتها الحكومه المواطن يتحمل كلفة البناء يستلم منزله وهو جاهز حسب امكانياته شقه او توين او فيلا تم الاتفاق مع البنوك بتمويل سكني بسعر ربح ٣٥٪ وتقسيط ٢٥ سنه نفس هذا المشروع سيكون في معظم محافظات السلطنه,neutral
   تأدب لما تنتقد مدينة تحمل أسم السلطان حفظه الله  اذا تريد تنتقد أنتقد بإحترام  أستفزاز وأهم شئ أسمهم لا يسوها بأسمك أنت غبي,negative
   ما شاء الله  عَمار يا بلادي عَمار,positive
   لانك غبي ، كيف بعد ما بستفيد منها !! من يشتغل فيها موه المواطنين ، يكفي بس الاسم وحده هيبه يبعث الامل ، وانت صيح ف الزاوية,negative
    ذا ذباب الكتروني لاتعطوه وجه,negative
   هههههه,negative
   اشوف ذبابة بني صهيون هنا,negative
   مطبلة من العيار الثقيل,negative
   اسمع يا كلب نحن كشعب عماني راضيين الحمد لله والله يحفظ السلطان هيثم وسد حلقك لا اجي ادخل رجلي ف فمك,positive
   زين لو يحطوها بإسمك ويخلو صورتك على الواجهة لانك تشبه هتلر من كثر هيبتك,negative
   ضحوك يعني صف كم أنت هههه,negative
   لا بعد بزنس مان ههههههه,negative
   اصطلب ولدي,negative
  السلطنة ولله الحمد ماضية لتحقيق أحد أهم ركائزها في رؤية  ٢٠٤٠م وهو إنشاء بنية أساسية حديثة ونظام عمراني متكامل,positive
  عمان الجمال… سيرو وعين الله ترعاكم يا اطيب القلوب و اصفى النيات  من السعودية احبكم من كل قلبي 🇸🇦🇴🇲,positive
  اللهم احفظ عمان وبارك لهم انجازاتهم ،، من يزور عمان يتعلق قلبه بها لطيبة معدن هذا الشعب واصالته ،، تشعر فيها بالهدوء والسكينة وراحة البال ،،,positive
   ايوا كمل كمل 756,neutral
  مدينة السلطان هيثم مدينة حضارية متكاملة إن لم نتمكن من الشراء سنستمتع بأجواء التسوق والاسترخاء ,positive
🇴🇲🇴🇲  بتكلفة 7  رع  قريبًا البدء في تنفيذ الأعمال الأولية للمرحلة الأولى من ,neutral
    🤣,positive
   ونحن نحبكم جميعا في الحب الذي تحبوننا فيه ونعم الإخوة والأشقاء والجيره وإن إختلفنا في بعض الأمور نبقى دائما وأبدا على قلب واحد,positive
   تسلم والله ونبادلكم نفس الشعور,positive
   يوم تكون رجال تعال تكلم مع الرجال,negative
   💊 عن تتعب زيادة,negative
القطرة الأولى في بحر تنفيذ    المرحلة الأولى هي للشوارع والبنية التحتية الأساسية,negative
   زين يوم عرفت قدر نفسك,negative
مهم جدا أن يقوم الأخوة في  بالتواصل مع من حظي بشرف الأستفادة من المساكن في   وغعلامهم بالدعم الحكومي الذي سيقدم في هذا الجانب حتى يتخذ المستهدف قراره النهائي 165,positive
   المهم اني مصخرتك قدام الناس 🤣,positive
   بف باف ياذبابة,negative
   لا تحكم على الشي من البدايه  و مب حلو الإنسان يكون متشائم,negative
   تمام روح ذاكر عندك امتحانات 😂,negative
  اتمنى يعطون المواطن المحتاج  الذي لا يملك مسكن ل اولاده,negative
   انت من صورتك كلنا غاسلين يدنا منك جواز على الفاضي,negative
   تحسست كانك 🦴,positive
  بالتوفيق وعسى أن تكون المدينة كما نتمنى وأكثر,positive
  بالتوفيق وعسى أن تكون بداية جديدة ونموذج للمدن الحديثة القادمة في عمان,positive
وقعت  على اتفاقية تنفيذ الأعمال الأولية للمرحلة الأولى ضمن  والتي ستنطلق في 28 ديسمبر الجاري  وتستمر 3 أشهر بمساحة تزيد على 6 ملايين,neutral
🇴🇲🇴🇲  بتكلفة 7  رع البدء في تنفيذ الأعمال الأولية للمرحلة الأولى من   🔻تهيئة مجرى الوادي 🔻تهيئة البنية الأساسية للطرق 🔻تطوير المنطقة المحيطة بالحديقة المركزية ,neutral
بتكلفة 7  رع البدء في تنفيذ الأعمال الأولية للمرحلة الأولى من   🔻تهيئة مجرى الوادي 🔻تهيئة البنية الأساسية للطرق 🔻تطوير المنطقة المحيطة بالحديقة المركزية  48,neutral
بأكثر من 7 ملايين رع   وزارة الأسكان و ستراباك عمان توقعان اتفاقية لمشروع تنفيذ الأعمال الأولية للمرحلة الأولى بـ    تشمل  🔹تهيئة البنية التحتية للطرق 🔹تهيئة مجرى الوادي 🔹تطوير المنطقة المحيطة بالحديقة الكبرى 57,neutral
  هذا كله في الجنه,negative
  مشروع رائع وجميل كاقتراح ليش ما يكون الموقع المقابل لمكتب والي بدبد ب  الذي كان سابقاً ميدان للرماية مدينة ذكية مثيله لمدينة السلطان هيثم وهوه موقع استراتيجي يخدم الولاية وأولوية التملك تكون لابناء الولاية       92,positive
  اسمها سلطنة عمان واذا تريد تكتب (عمان) عليك ضم العين لو سمحت يعني,neutral
    متى دور صحار,negative
    قريباً ان شاء الله,positive
    هل فيها قطار او متروا,neutral
    🌹🤍,positive
    من المخطط يكون في محطه رئيسة للمترو البداية مدينة السلطان هيثم مروراً بمناطق مسقط و الانتهاء في روي,neutral
    الحين ذيه المساحة الي ورا الشارع بتكفي ملعب رياضي حديث وجامعة ومدارس ومنشآت و  و 🤔  وهين هذا بيكون عن زحمة مسقط🤔🤔,negative
    6,neutral
"    المساحة الكلية للمدينة كبيرة = 14,8 مليون متر مربع والزحمة أتوقع عاملين حسابهم لها زين في المداخل والمخارج",neutral
     مداخل ومخارج لن تكون حل  المعبيلة بكبرها تحتاج الي توسعة الشوارع  مدينة داخل مدينة نتكلم 100 الف نسمة زيادة فوق المعبيلة,neutral
 السلام عليكم ورحمة الله وبركاته سعاده وكيل اريد اقابلك ضروري جدا,neutral
  ها نحن سنكمل السنه ١٣ ونحن ننتظر قطعة ارض يا سعادة الوزير !!!!! هي قطعة ارض واحده ولم نطالب باكثر من ذلك  القوا نظره على ملفات طلبات الاراضي في ولاية جعلان بني بوحسن,negative
 مدينة السلطان بدأت  بس ما شفنا معكم أي مؤشرات فيه حسابات أفراد وأخبار غطت أعمال التهيئة والانطلاقة   انتوا وين ,negative
 حظ أصحاب شركة التوريد والتركيب والصيانة! كم موقف عام في مسقط؟! التجارة شطارة! هدر المال العام في غير الأولويات! شوارع  خناق مروري يتزايد فأين الأولوية في المشاريع؟!          6,negative
        مشكلتها معرضه للحوادث,negative
 السلام عليكم ورحمة الله وبركاته  ياوزارة الإسكان أنا انتظر قرض سكاني من ٢٠١١٤٢الين الحين ما جانا اي شي وانا في انتظار مايقارب ١٣سنة وتم تحويلنا الي بنك الإسكان جنوب الباطنة وكل ما ارجع وزارة الإسكان  بولاية السويق يقولون بعده ما جانا اي شي من الوزارة برغم تم صرف ميزانيه,negative
قريباً تنفيذ الأعمال الأولية للمرحلة الأولى بمدينة السلطان هيثم، وذلك بهدف تهيئة البنية التحتية للطرق وتهيئة مجرى الوادي وتطوير المنطقة المحيطة بالحديقة الكبرى   ُمان 98,neutral
تنفيذ الأعمال الأولية للمرحلة الأولى بمدينة السلطان هيثم، وذلك بهدف تهيئة البنية التحتية للطرق وتهيئة مجرى الوادي وتطوير المنطقة المحيطة بالحديقة الكبرى    ُمان ,neutral
مدينة  هي البداية وهي الانطلاقة الحقيقية للتخطيط والتطوير العمراني في   - بداية التخطيط والتصميم 2022 - تدشين المدينة يونيو 2023 - إنطلاق الأعمال التنفيذية ديسمبر 2023   من التخطيط الى التنفيذ نحو مستقبل أفضل لعمان وشعبها   9,positive
بدء تنفيذ المرحلة الأولى من  🇴🇲  • أول مدينة ذكية في ُمان • على مساحة 15 مليون متر مربع • تضم 20 ألف وحدة سكنية • شبكة طرق متطورة ومستدامة • خدمات ومجمعات متنوعة ومتكاملة    ,positive
 تعد واحدة من كبرى المدن الحضرية في العالم 🤍  ُمان  87,positive
🔘 بدأت الأعمال الفعلية في تهيئة البنية الأساسية بـ    🗓️ 3 اشهر مدة تهيئة البنية الأساسية 👷‍♂️ 250 عامل (سيزداد وفق الحاجه) 🚜 150 معدة للعمل في موقع المشروع  ✔️ تهيئة مجرى الوادي ✔️ تهيئة البنية الأساسية للطرق ✔️ تطوير المنطقة المحيطة بالحديقة المركزية  ُمان 0139,neutral
✨  هي البداية وهي الانطلاقة الحقيقية للتخطيط والتطوير العمراني في ُمان  🇴🇲♥️ 0,positive
      250 الف واكثر,negative
    في تأسيس المدن تحسب مقدرة المخارج على استيعاب الكثافة البشرية  وهذا ما نرجو لأنه الوضع ساعة ونصف لدوام في الاصل يأخذ ربع ساعة إشكالية فكيف مع إضافة مائتي الف كعدد إضافي  ملعب رياضي كيف ستكون المخارج له مثال ولماذا لا يؤخذ في مثل هذا تجارب دول في إفراد الملاعب الكبرى؟,neutral
  معالي سلطان بن سالم الحبسي وزير المالية ردا على سؤال    ◾️ ستتكفل الحكومة ماليا بإنشاء البنية التحتية في  والشركات  المستثمرة هي من ستكمل البنية الفوقية  ◾️ ستستمر تسعيرة الوقود بنفس السعر السابق وسيتم مناقشة السعر في قادم الوقت  ,neutral
🔴  | الحكومة العمانية تتكفل بإنشاء البنية التحتية في  ,neutral
وزير المالية العماني الحكومة العمانية تتكفل بإنشاء البنية التحتية في مدينــــة الســــلطان هيثــــم، والشركات  المستثمرة هي من ستكمل البنية الفوقية     0421,neutral
وزير المالية   ◾️ ستتكفل الحكومة ماليا بإنشاء البنية التحتية في    ◾️ ستستمر تسعيرة الوقود بنفس السعر السابق   ,neutral
🔴  | الحكومة العمانية تتكفل بإنشاء البنية التحتية في  8,neutral
المهندسة سهام الحارثية    لـ  طرح مشاريع أخرى بجانب مشروع  قد يؤدي إلى تشتت المشترين 63,neutral
معالي سلطان بن سالم الحبسي وزير المالية ردا على سؤال    ◾️ ستتكفل الحكومة ماليا بإنشاء البنية التحتية في  والشركات  المستثمرة هي من ستكمل البنية الفوقية  ◾️ ستستمر تسعيرة الوقود بنفس السعر السابق وسيتم مناقشة السعر في قادم الوقت 4,neutral
انطلقنا ونكمل مسيرنا،   بعزم التنفيذ وروح الفريق الواحد ✨  لمدينة جاذبة تجمعنا 🇴🇲     1,positive
المهندسة سهام الحارثية    لـ  طرح مشاريع أخرى بجانب مشروع  قد يؤدي إلى تشتت المشترين 08,neutral
  بالتوفيق، وبإذن الله انطلاقة للمدن الذكية في ,positive
بعزم التنفيذ وروح الفريق الواحد ✨  لمدينة جاذبة تجمعنا 🇴🇲     7,positive
 876,neutral
انطلقنا ونكمل مسيرنا،   بعزم التنفيذ وروح الفريق الواحد ✨  لمدينة جاذبة تجمعنا 🇴🇲           3,positive
"ما شاء الله"" جمال الشواطي الساحرة  في ولاية  😍🌺 • • •             5",positive
تطبيق المهارة … بالملاحظة 😃🤩💜 • • •              6,neutral
بعزم التنفيذ انطلقنا، وبروح الفريق مضينا،  حيث تزهر الأحلام 🇴🇲✨     7,positive
  متى يطلعنا الأسماء الأراضي !!!,negative
 نبا فله اوووي,negative
| البدء بالأعمال الأولية للمرحلة الأولى من مدينة     ,neutral
  😅,positive
 مدينة المستقبل  النقلة النوعية الكبرى في مفهوم المدن المستدامة والذكية في آن معا  مبارك لكم,positive
بداية العمل في  😍🔥   ,neutral
 | بالصور انطلاق الخطوة الأولى للأعمال الإنشائية في      5,neutral
  بدأتلتكتمل إن شاء الله ,positive
البدء بالأعمال الأولية للمرحلة الأولى من مدينة السلطان هيثم  حيث تزهر الأحلام 🇴🇲   99,positive
 للأسف مشروع مخيب لنا كشباب عماني كان يأمل أن تكون له وحدة سكنية ف المدينة ليتفاجأ بالسعر الخيالي لأقل فئة نقدر نصفها ب شقه سكنية بطابقين!,negative
 حيث تُزهر الأحلام✨,positive
البدء بالأعمال الأولية للمرحلة الأولى من مدينة السلطان هيثم  حيث تزهر الأحلام 🇴🇲   3,positive
 هذا المشروع ما وظف احد,negative
صورة لانطلاق الأعمال الإنشائية للمرحلة الأولى للبنية التحتية بتسوية مجرى الوادي والحديقة في موقع  1096,neutral
 ما اتضحت معالم الخطة التسويقية لبيع الوحدات السكنية أتوقع سعر العقار (اراضيفيلا) سينخفض جهة (الخوضالمعبيلةبركاء) مشروع حي عهد في العامرات مفترض يكون متزامن عشان ما يوقع نفس الخطأ السابق التوزيعات الأراضي في المعبيلة وبعد كذا صار العامرات,negative
  تراه هذه مو مجرد اراضي و بيتم توزيعها بل هي مدينه متكامله سوف يتم بنائها,positive
البدء في المرحلة الأولى لمدينة  السلطان  😃💜☀️       • • •           02092,neutral
بإذن الله  تغيّر نظرتنا للمشاريع الحكومية في الكفاءة والالتزام بوقت التنفيذ 👏🌟 ,positive
  ❤️✋,positive
🇴🇲🇴🇲  بعزم التنفيذ انطلق المشروع   🔻جامعة 🔻بوليفارد 🔻مدينة رياضية 🔻حديقة مركزية 🔻مستشفى مرجعي 🔻مرافق تجارية ومكتبية  6,positive
  خرخش مخباك😅🤣,negative
  وفقكم الله لكل خير,positive
  مافي ايميل او رقم فعالي للتواصل معكم شي غريب صراحه,neutral
  نتمنى عمل عن خطة دفع سلسة وميسرة للشباب قبل التجهيز يفترض يكون السعر اقل,neutral
  وحيث نجدكم ملاذاً للأمن والرخاء والسـلام حفظكم الله,positive
مع بداية  وفي اليوم الأول من يناير يبدأ العمل في  بكل عزم وإرادة وشجاعة وخبرة وإتقان، ونسأله تعالى أن ويفق الجميع لبناء هذه المدينة العصرية التي سوف تكون مَعلماً من معالم  العظيمة فبوركت الجهود، والله خير الحافظين 01,positive
بعزم التنفيذ انطلق المشروع  بروح الفريق الواحد حيث تزهر الاحلام جامعة مدينة رياضية حديقة مركزية مستشفى مرجعي مرافق تجارية ومكتبية  4367,positive
  بن طارق ممكن خاص,neutral
 0,positive
  بس تم تعال باكر مقهى عبود،😅,neutral
 عدم الوضوح و الشفافية يكتنف المشروع من اليوم الأول,negative
  الله  يوفقهم يارب,positive
بدء العمل بضجّه وباذن الله سينتهي🇴🇲👏🏻   ,positive
  الله يحفظكم يا مولاي لعمان وشعبها 👮🏻‍♂️✋🏻,positive
 بإذن الله نشوف فيها تطبيق لمفهوم الأنسنة,positive
    412,neutral
 بكم شقه,negative
  نحجز فيلا في مدينة السلطان من المرحله الأولى ولا بيفوتنا القطار,negative
بداية العمل في  😍🔥  💠جامعة 💠بوليفارد 💠مدينة رياضية 💠حديقة مركزية 💠مستشفى مرجعي 💠مرافق تجارية ومكتبية   8,neutral
  طيب,positive
بداية العمل في    1,neutral
